,opinion_id,author,recommendation,score,purchased,published_at,purchased_at,thumbs_up,thumbs_down,content,pros,cons
10,17597796,k...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-10 06:01:53,2023-05-15 13:10:44,0,0,"Świetny telefon,  robi fajnie zdjęcia","['długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'wygląd']",['czas pracy na baterii']
11,17554555,m...k,,"3,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-27 07:35:39,2023-05-15 22:11:15,1,0,"Telefon jest szybki, działa bez zacięć. Czytnik linii papilarnych fajnie działa nawet gdy dłonie są mokre. Mój stary A32 miał z tym problem. Słuchawki tylko usb-c. Nie kupiłem dla aparatu, bo ten jest przeciętny.Potrzebowałem funkcjonalnego telefonu z aplikacjami biurowymi i to otrzymałem. Na plus e-sim. Na minus czas pracy na baterii, bo spodziewałem się, że będzie dłuższy, no i oczywiście mocne grzanie się podczas pracy. Dużo energii z baterii idzie na podgrzanie telefonu. Szkoda, bo to zasadnicza wada.","['długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']","['brak minijack', 'czas pracy na baterii']"
12,17433566,s...r,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-22 10:26:26,2023-04-01 16:35:04,4,0,"Nie mam zastrzeżeń do produktu. W porównaniu do Galaxy a 17 lepsza jakość dźwięku oraz zdjęć, A poza tym jest to Android 13 z bardzo dużą pamięcią. Dla mnie też ma znaczenie że firma Samsung nie jest efemerydą która pojawia się i znika, może współpracować z wieloma innymi urządzeniami, mam też wsparcie technologiczne przez kilka kolejnych lat a w razie czego łatwo znaleźć serwis. Natomiast chińszczyzna może być objęta jakimiś ograniczeniami więc jest to produkt niepewny.","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
13,17595574,m...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-09 12:18:02,2023-06-04 16:20:32,0,0,"Stosunek jakości do ceny (w przypadku kwoty 1.750 zł) w porządku. Telefon działa płynnie, bezproblemowo.","['bloatware', 'czas pracy na baterii', 'długie wsparcie', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']","['brak minijack', 'grubość']"
14,17600191,j...o,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-11 19:42:37,2023-05-31 08:13:43,0,0,Po tygodniu użytkowania jestem zadowolony. Potwierdzam pozytywne opinie na temat czasu pracy baterii,[],[]
15,17654947,t...1,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-28 11:16:16,2023-06-15 05:50:12,0,0,Jakościowo bardzo dobry smartfon. Szybko działa . Zdjęcia i filmy ładne jakościowo . Polecam. Mirek.,[],[]
16,17642342,d...s,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-23 18:03:05,2023-06-12 11:01:39,0,0,"Trochę duży, ale to zależy co kto lubi. Kwestia przyzwyczajenia. W obsłudze bardzo dobry. Polecam.",[],[]
17,17606864,e...5,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-13 19:39:08,2023-05-24 16:40:11,0,0,Przy niższej cenie skorzystałabym z zamówienia bez zawachania gdyż cenie markę Samsung,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
18,17511980,m...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-16 11:28:16,2023-05-02 16:35:14,0,0,"Telefon estetyczny, solidnie wykonany. Mam go zbyt krótko żeby napisać o nim obszerniej",[],[]
19,17538010,q...v,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-23 16:01:56,2023-04-27 16:27:17,0,0,Gdyby było wyjście słuchawkowe (jack) i gdyby telefon był ciut cieńszy to byłby super.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
20,17645168,s...k,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-25 07:16:20,2023-06-10 23:30:20,0,0,"Dobra jakość wykonania,  aparat rewelacyjny, wszystko funkcjonuje beż zastrzeżeń...",[],[]
21,17630148,P...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 20:09:09,2023-06-06 10:55:05,0,0,"Po dwóch tygodniach użytkowania mogę polecić rem telefon, nie ma żadnych problemów",[],[]
22,17618834,s...s,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-16 12:22:39,2023-06-02 17:00:21,0,0,Po samsungu A50 (dobry!!!) ten model  z nowym oprogramowaniem jest piętro wyżej,[],[]
23,17562638,d...a,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-30 16:58:41,2023-05-23 17:20:17,0,0,"Obsługa ok. bateria przyzwoita, aparaty słabo.Realme8 robi lepsze foty .","['czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'wygląd']",[]
24,17534054,t...p,,3/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-22 18:41:52,2023-05-14 16:21:49,0,0,"wygląd to rzecz gustu, aczkolwiek - poprzedni model miał duużo ładniejszą tę ramkę dookoła, ten ma ładniejsze ""plecy"" - gdyby to połączyć byłoby na prawdę ładnie. tyle o ""estetyce"". sam telefon, po kilku dniach użytkowania, na razie rozczarowuje. dosyć często aplikacje przy próbie uruchamiania zawieszają się - nie ma reguły - różne aplikacje, efekt po uruchomieniu czarny ekran. poczekamy na aktualizację - może coś się poprawi. zdjęcia bez rewelacji (przeciętne), ale chyba najbardziej rozczarowuje bateria - nie za bardzo wystarcza na cały dzień (pojemność ..5000)",['łatwość obsługi'],"['czas pracy na baterii', 'funkcjonalność', 'wygląd']"
25,17473716,k...k,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-04 18:27:06,2023-04-02 23:36:19,0,0,Telefon działa poprawnie. Ale słuchawek jeszcze nie dostałem. :😞,[],[]
26,17620023,d...9,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-16 19:55:33,2023-05-28 12:10:19,0,0,"Wszystko ok. Sprawny, nowy. Nie ma sie do czego przyczepic","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
27,17424490,m...7,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-20 10:42:24,2023-04-16 15:14:26,1,0,Rewelacyjny dźwięk z głośników w telefonie,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
28,17630006,m...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 19:18:17,2023-06-06 20:20:21,0,0,Telefon zgodny z opisem. Przyszedł po pięciu dniach.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
29,17581423,b...4,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-05 12:40:03,2023-05-23 21:30:36,0,0,"Zgodne z opisem, oryginalnie opakowane. Wszystko ok",[],[]
30,17437126,m...y,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-24 11:35:01,2023-04-18 17:30:09,1,0,Fajny telefon jakość naprawdę w porządku,[],[]
31,17544626,g...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-24 21:39:00,2023-05-10 16:00:51,1,0,Dla 65 - latka dobry nawet bardzo dobry.,"['bloatware', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
32,17568745,Dariusz,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-31 22:22:44,2023-05-09 20:51:22,1,0,bardzo dobry telefon jak na średniaka,"['czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",['bloatware']
33,17582548,m...0,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-05 20:27:16,2023-05-23 16:11:18,0,0,Wszystko w jak najlepszym porządku. Polecam,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
34,17661574,j...w,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-29 21:06:03,2023-06-17 09:45:29,0,0,"Petarda, dla mnie dobra cena do jakości",[],[]
35,17566556,a...r,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-31 13:29:06,2023-05-18 20:20:18,0,0,Telefon jest super.jestem zadowolony.,[],[]
36,17570745,p...i,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-01 12:01:49,2023-05-20 16:05:18,0,0,Wszystko zgodnie z opisem. Polecam.,"['bloatware', 'długie wsparcie', 'głośnik', 'łatwość obsługi', 'szybki bluetooth']","['czas pracy na baterii', 'funkcjonalność', 'wygląd']"
37,17487206,b...4,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-09 10:07:02,2023-04-21 17:26:07,0,2,Za krutki czas by wyrazić jakąkolwiek opinie.,[],[]
38,17338444,m...0,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-03-30 04:44:43,2023-03-22 12:40:59,2,1,Bardzo dobry proktut,[],[]
39,17488122,m...2,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-09 12:24:25,2023-04-24 09:20:21,0,0,Sprzęt spełnia moje oczekiwania,['wygląd'],[]
40,17400730,t...7,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-14 09:43:44,2023-03-15 19:47:34,1,0,Genialny smartphone,[],[]
41,17572206,j...0,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-01 20:05:58,2023-05-11 21:53:36,0,0,Bardzo dobry telefon polecam,"['funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
42,17520900,p...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-18 10:28:44,2023-05-13 11:44:30,0,0,Jestem bardzo zadowolony.,[],[]
43,17635344,Tadeusz,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-21 22:03:21,2023-06-13 22:24:09,0,0,"Zgodny z opisem, bez uwag",[],[]
44,17613568,g...a,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-15 08:18:58,2023-05-22 13:07:24,0,0,"Ogólnie Ok, trochę gruby",[],[]
45,17478479,Paweł,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-05 20:43:47,2023-04-14 11:08:50,0,0,Bardzo fajny telefon :),"['bloatware', 'czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
46,17596024,m...n,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-09 15:28:27,2023-05-20 14:30:19,0,0,Taki za gruby troche,[],[]
47,17549134,r...g,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-25 21:01:36,2023-05-14 18:17:37,0,0,"Polecam, dobra cena.","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
48,17647155,a...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-26 11:52:27,2023-06-20 17:06:28,0,0,Jestem zadowolony.,[],[]
49,17518771,k...d,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-17 20:05:53,2023-04-16 20:28:35,0,0,Zgodnie z opisem,[],[]
50,17563836,e...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-30 21:44:24,2023-05-18 13:05:57,0,0,Super telefon,[],[]
51,17616549,a...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-15 20:40:03,2023-06-11 12:27:04,0,0,Bardzo dobry,[],[]
52,17591794,a...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-08 08:19:54,2023-05-18 14:35:18,0,0,wszystko ok,[],[]
53,17544129,Arek,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-24 20:35:45,2023-05-09 11:25:29,0,0,Bardzo OK,"['czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'wygląd']",['brak minijack']
54,17560381,i...6,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-30 01:44:21,2023-05-21 18:30:29,0,0,Śmiga.,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
55,17555369,p...r,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-27 17:24:17,2023-04-26 18:07:50,0,0,Polecam,[],[]
56,17555031,n...4,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-27 11:51:30,2023-05-15 11:25:22,0,0,Супер,[],[]
57,17637520,s...4,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-22 11:39:08,2023-06-17 21:44:48,0,0,Super,[],[]
58,17627186,k...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 03:11:53,2023-06-14 22:27:08,0,0,Super,"['funkcjonalność', 'wygląd']",['czas pracy na baterii']
59,17548542,s...z,Polecam,"4,5/5",Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-25 19:23:31,2023-04-25 10:46:53,0,0,super,[],[]
60,17472784,a...e,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-04 13:06:24,2023-04-19 08:15:29,0,0,Fajny,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
61,17658036,p...i,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-28 23:28:37,2023-06-08 14:11:49,0,0,Ok,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
62,17649173,g...w,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-26 22:34:04,2023-06-16 11:10:55,0,0,Ok,[],[]
63,17642675,l...l,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-23 20:22:28,2023-06-12 11:11:01,0,0,Ok,"['bloatware', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'printscreen', 'szybki bluetooth', 'wygląd']","['brak minijack', 'czas pracy na baterii']"
64,17629632,e...1,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 16:55:06,2023-06-03 16:05:19,0,0,Ok,[],[]
65,17628796,n...y,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-20 12:03:59,2023-06-14 17:59:11,0,0,Ok,[],[]
66,17613892,p...k,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-15 09:30:10,2023-06-11 14:59:46,0,0,ok,[],[]
67,17438061,a...q,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-04-24 15:28:45,2023-04-13 00:08:41,0,0,Ok,"['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
68,17363048,Użytkownik Ceneo,,3/5,,2023-04-05 07:45:46,,9,4,"Długo czekałem na ten telefon, myślałem ze zmienię po dwóch latach mojego a52s. Jednak gdy go wziąłem do ręki rzuciły się w oczy jego szerokie ramki jak w telefonie z przed kilku lat co w polaczeniu ze zmienionymi proporcjami ekranu i kanciastymi krawędziami spowodowały ze telefon stał się bardzo nieporęczny. Parametry tez nie zachwycają, jedynie trochę większa bateria, a rezygnacje z jednego aparatu to chyba nie można nazwać postępem (osobiście czekam na telefon z jednym porządnym aparatem). Poszukam czegoś innego.",[],['wygląd']
69,17464662,w...t,,3/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-02 10:56:10,2023-04-24 17:35:39,0,2,"Trudno powiedzieć, jeszcze testuję","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
70,17475481,l...l,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-05 07:08:15,2023-04-24 14:22:27,0,0,"Jakość produktu dobra, działa płynnie, program tak jest stworzony, że pomagał mi pojawiającymi  informacjami przenieść zawartość ze starego telefonu (też Samsunga) do nowego wszystko co chciałem (dane i ustawienia). W związku z tym jest OK.","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
71,17640043,k...3,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-23 05:38:06,2023-06-14 10:33:35,0,0,"Od kilku dni jestem posiadaczem samsunga a54 i póki co nie mam zastrzeżeń. Telefon działa plynnie ,i nie zacina się.  Uważam że w tyn budżecie jest to bardzo dobry telefon.",[],[]
72,17595784,s...7,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-09 13:30:22,2023-05-28 12:45:14,0,0,"Telefon dobrze się prezentuje jest wykorzystywany do rozmów i wiadomości, nie korzystam z rozszerzeń. Używam dopiero 4 dni więc nie mogę wypowiadać się co do wad i zalet.","['bloatware', 'czas pracy na baterii', 'długie wsparcie', 'funkcjonalność', 'głośnik', 'grubość', 'łatwość obsługi', 'szybki bluetooth', 'wygląd']",[]
73,17642655,b...9,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-23 20:17:10,2023-05-11 12:35:31,0,0,"Samsung Galaxy A54 8/128GB.
Kupiłem córce w prezencie i jak do tej pory jest bardzo zadowolona.
Myślę, że z czystym sumieniem mogę polecić ten produkt.
Pozdrawiam B.","['czas pracy na baterii', 'funkcjonalność', 'głośnik', 'łatwość obsługi', 'wygląd']",[]
74,17511967,m...1,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-16 11:26:34,2023-05-02 16:35:14,0,0,"Telefon mam od niedawna. Wydaje się, że wszystko jest ok. Przesyłkę otrzymałem szybko. Cena telefonu jest atrakcyjna i konkurencyjna wobec innych propozycji. Polecam",[],[]
75,17480549,d...k,Polecam,4/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-05-06 13:25:06,2023-04-24 11:12:41,0,0,Na razie słabo z baterią góra 1 dzień a nie używam zbyt wiele.. trochę gruby miałem wcześniej lg stylus 2 niestety już bez wsparcia technicznego.,"['funkcjonalność', 'łatwość obsługi']","['czas pracy na baterii', 'wygląd']"
76,17658916,j...a,Polecam,5/5,Transakcja pochodzi z Marketplace Ceneo (usługi Kup Teraz).,2023-06-29 09:30:29,2023-06-13 09:03:17,0,0,"jeszcze nie wypróbowałam wszystkim możliwości, to potrwa, ale po pierwszym tygodniu jestem zachwycona swoim nowym telefonem","['czas pracy na baterii', 'funkcjonalność', 'łatwość obsługi', 'wygląd']",[]
